iata,icao,name,city,state,country,latitude,longitude,elevation_ft,timezone
MNC,FQNC,Nacala Airport,Nacala,Nampula,MZ,-14.488200,40.712200,410,Africa/Maputo
MNG,YMGD,Maningrida Airport,Maningrida,Northern-Territory,AU,-12.056100,134.233994,123,Australia/Darwin
MNI,TRPG,John A. Osborne Airport,Gerald's Park,Saint-Peter,MS,16.791401,-62.193298,550,America/Montserrat
MNL,RPLL,Ninoy Aquino International Airport,Manila,,PH,14.508600,121.019997,75,Asia/Manila
MNS,FLMA,Mansa Airport,Mansa,Luapula,ZM,-11.137000,28.872601,4101,Africa/Lusaka
MNX,SBMY,Manicore Airport,Manicore,Amazonas,BR,-5.811380,-61.278301,174,America/Manaus
MOB,KMOB,Mobile Regional Airport,Mobile,Alabama,US,30.691200,-88.242798,219,America/Chicago
MOC,SBMK,Mario Ribeiro Airport,Montes Claros,Minas-Gerais,BR,-16.706900,-43.818901,2191,America/Sao_Paulo
MOF,WATC,Maumere(Wai Oti) Airport,Maumere-Flores Island,East-Nusa-Tenggara,ID,-8.640650,122.237000,115,Asia/Makassar
MOL,ENML,Molde Airport,Aro,More-og-Romsdal,NO,62.744701,7.262500,10,Europe/Oslo
MOQ,FMMV,Morondava Airport,,Menabe,MG,-20.284700,44.317600,30,Indian/Antananarivo
MOT,KMOT,Minot International Airport,Minot,North-Dakota,US,48.259399,-101.279999,1716,America/Chicago
MOU,PAMO,Mountain Village Airport,Mountain Village,Alaska,US,62.095402,-163.682007,337,America/Nome
MOV,YMRB,Moranbah Airport,Moranbah,Queensland,AU,-22.057800,148.076996,770,Australia/Brisbane
MOZ,NTTM,Moorea Airport,,Iles-du-Vent,PF,-17.490000,-149.761993,9,Pacific/Tahiti
MPA,FYKM,Katima Mulilo Airport,Mpacha,Zambezi,NA,-17.634399,24.176701,3144,Africa/Windhoek
MPH,RPVE,Godofredo P. Ramos Airport,Malay,Western-Visayas,PH,11.924500,121.954002,7,Asia/Manila
MPL,LFMT,Montpellier-Mediterranee Airport,Montpellier/Mediterranee,Occitanie,FR,43.576199,3.963010,17,Europe/Paris
MPM,FQMA,Maputo Airport,Maputo,Maputo,MZ,-25.920799,32.572601,145,Africa/Maputo
MPN,EGYP,Mount Pleasant Airport,Mount Pleasant,Tierra-del-Fuego,FK,-51.822800,-58.447201,244,Atlantic/Stanley
MQF,USCM,Magnitogorsk International Airport,Magnitogorsk,Bashkortostan,RU,53.393101,58.755699,1430,Asia/Yekaterinburg
MQJ,UEMA,Moma Airport,Honuu,Chukot,RU,66.450859,143.261551,656,Asia/Srednekolymsk
MQL,YMIA,Mildura Airport,Mildura,Victoria,AU,-34.229198,142.085999,167,Australia/Melbourne
MQM,LTCR,Mardin Airport,Mardin,Mardin,TR,37.223301,40.631699,1729,Europe/Istanbul
MQN,ENRA,Mo i Rana Airport Rossvoll,Mo i Rana,Nordland,NO,66.363899,14.301400,229,Europe/Oslo
MQP,FAKN,Kruger Mpumalanga International Airport,Mpumalanga,Mpumalanga,ZA,-25.383200,31.105600,2829,Africa/Johannesburg
MQT,KSAW,Sawyer International Airport,Marquette,Michigan,US,46.353600,-87.395401,1221,America/Detroit
MQX,HAMK,Mekele Airport,,Tigray,ET,13.467400,39.533501,7396,Africa/Addis_Ababa
MRD,SVMD,Alberto Carnevalli Airport,Merida,Merida,VE,8.582078,-71.161041,5007,America/Caracas
MRE,HKMS,Mara Serena Lodge Airstrip,Masai Mara,Narok,KE,-1.406111,35.008057,5200,Africa/Nairobi
MRS,LFML,Marseille Provence Airport,Marseille,Provence-Alpes-Cote-d'Azur,FR,43.439272,5.221424,74,Europe/Paris
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport,Port Louis,Grand-Port,MU,-20.430201,57.683601,186,Indian/Mauritius
MRV,URMM,Mineralnyye Vody Airport,Mineralnyye Vody,Stavropol'skiy,RU,44.225101,43.081902,1054,Europe/Moscow
MRX,OIAM,Mahshahr Airport,,Khuzestan,IR,30.556200,49.151901,8,Asia/Tehran
MRY,KMRY,Monterey Peninsula Airport,Monterey,California,US,36.587002,-121.843002,257,America/Los_Angeles
MRZ,YMOR,Moree Airport,Moree,New-South-Wales,AU,-29.498899,149.845001,701,Australia/Sydney
MSA,CZMD,Muskrat Dam Airport,Muskrat Dam,Ontario,CA,53.441399,-91.762802,911,America/Rainy_River
MSH,OOMA,Masirah Air Base,Masirah,Southeastern-Governorate,OM,20.675400,58.890499,64,Asia/Muscat
MSJ,RJSM,Misawa Air Base,Misawa,Aomori,JP,40.703201,141.367996,119,Asia/Tokyo
MSL,KMSL,Northwest Alabama Regional Airport,Muscle Shoals,Alabama,US,34.745300,-87.610199,551,America/Chicago
MSN,KMSN,Dane County Regional Truax Field,Madison,Wisconsin,US,43.139900,-89.337502,887,America/Chicago
MSO,KMSO,Missoula International Airport,Missoula,Montana,US,46.916302,-114.091003,3206,America/Denver
MSP,KMSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,44.882000,-93.221802,841,America/Chicago
MSQ,UMMS,Minsk International Airport,Minsk,Minsk,BY,53.882500,28.030701,670,Europe/Minsk
MSR,LTCK,Mus Airport,Mus,Muş,TR,38.747799,41.661201,4157,Europe/Istanbul
MSS,KMSS,Massena International Richards Field,Massena,New-York,US,44.935799,-74.845596,215,America/New_York
MST,EHBK,Maastricht Aachen Airport,Maastricht,Limburg,NL,50.911701,5.770140,375,Europe/Amsterdam
MSU,FXMM,Moshoeshoe I International Airport,Maseru,Maseru,LS,-29.462299,27.552500,5348,Africa/Maseru
MSY,KMSY,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,US,29.993401,-90.258003,4,America/Chicago
MSZ,FNMO,Namibe Airport,Namibe,Namibe,AO,-15.261200,12.146800,210,Africa/Luanda
MTE,SNMA,Monte Alegre Airport,Monte Alegre,Para,BR,-1.995800,-54.074200,325,America/Santarem
MTJ,KMTJ,Montrose Regional Airport,Montrose,Colorado,US,38.509800,-107.893997,5759,America/Denver
MTR,SKMR,Los Garzones Airport,Monteria,Cordoba,CO,8.823740,-75.825800,36,America/Bogota
MTT,MMMT,Minatitlan/Coatzacoalcos National Airport,Minatitlan,Veracruz,MX,18.103399,-94.580704,36,America/Mexico_City
MTV,NVSA,Mota Lava Airport,Ablow,,VU,-13.666000,167.712006,63,Pacific/Efate
MTY,MMMY,General Mariano Escobedo International Airport,Monterrey,Nuevo-Leon,MX,25.778500,-100.107002,1278,America/Monterrey
MUA,AGGM,Munda Airport,,,SB,-8.327970,157.263000,10,Pacific/Guadalcanal
MUB,FBMN,Maun Airport,Maun,North-West,BW,-19.972601,23.431101,3093,Africa/Gaborone
MUC,EDDM,Munich International Airport,Munich,Bavaria,DE,48.353802,11.786100,1487,Europe/Berlin
MUE,PHMU,Waimea Kohala Airport,Kamuela,Hawaii,US,20.001301,-155.667999,2671,Pacific/Honolulu
MUH,HEMM,Mersa Matruh Airport,Mersa Matruh,Matruh,EG,31.325399,27.221701,94,Africa/Cairo
MUN,SVMT,Maturin Airport,,Anzoategui,VE,9.754530,-63.147400,224,America/Caracas
MUR,WBGM,Marudi Airport,Marudi,Sarawak,MY,4.178980,114.329002,103,Asia/Kuching
MUX,OPMT,Multan International Airport,Multan,Punjab,PK,30.203199,71.419098,403,Asia/Karachi
MVB,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Haut-Ogooue,GA,-1.656160,13.438000,1450,Africa/Libreville
MVD,SUMU,Carrasco International /General C L Berisso Airport,Montevideo,Canelones,UY,-34.838402,-56.030800,105,America/Montevideo
MVF,SBMS,Dix-Sept Rosado Airport,Mossoro,Rio-Grande-do-Norte,BR,-5.201920,-37.364300,76,America/Fortaleza
MVP,SKMU,Fabio Alberto Leon Bentley Airport,Mitu,Vaupes,CO,1.253660,-70.233900,680,America/Bogota
MVR,FKKL,Salak Airport,Maroua,Far-North,CM,10.451400,14.257400,1390,Africa/Douala
MVT,NTGV,Mataiva Airport,,,PF,-14.868100,-148.716995,11,Pacific/Tahiti
MVY,KMVY,Martha's Vineyard Airport,Martha's Vineyard,Massachusetts,US,41.393101,-70.614304,67,America/New_York
MWA,KMWA,Williamson County Regional Airport,Marion,Illinois,US,37.755001,-89.011101,472,America/Chicago
MWF,NVSN,Naone Airport,Maewo Island,Penama,VU,-15.000000,168.082993,0,Pacific/Efate
MWX,RKJB,Muan International Airport,,Jeollanam-do,KR,34.991406,126.382814,0,Asia/Seoul
MWZ,HTMW,Mwanza Airport,Mwanza,Mwanza,TZ,-2.444490,32.932701,3763,Africa/Dar_es_Salaam
MXH,AYMR,Moro Airport,Moro,Southern Highlands,PG,-6.363330,143.238007,2740,Pacific/Port_Moresby
MXL,MMML,General Rodolfo Sanchez Taboada International Airport,Mexicali,Baja-California,MX,32.630600,-115.241997,74,America/Tijuana
MXP,LIMC,Malpensa International Airport,Milan,Lombardy,IT,45.630600,8.728110,768,Europe/Rome
MXV,ZMMN,Moron Airport,Moron,Hovsgol,MN,49.663300,100.098999,4272,Asia/Ulaanbaatar
MXX,ESKM,Mora Airport,,Dalarna,SE,60.957901,14.511400,634,Europe/Stockholm
MXZ,ZGMX,Meixian Airport,Meixian,Guangdong,CN,24.350000,116.133003,0,Asia/Shanghai
MYA,YMRY,Moruya Airport,Moruya,New-South-Wales,AU,-35.897800,150.143997,14,Australia/Sydney
MYD,HKML,Malindi Airport,Malindi,Kilifi,KE,-3.229310,40.101700,80,Africa/Nairobi
MYG,MYMM,Mayaguana Airport,Mayaguana,Mayaguana,BS,22.379499,-73.013496,11,America/Nassau
MYI,YMUI,Murray Island Airport,Murray Island,Queensland,AU,-9.916670,144.054993,0,Australia/Brisbane
MYJ,RJOM,Matsuyama Airport,Matsuyama,Ehime,JP,33.827202,132.699997,25,Asia/Tokyo
MYP,UTAM,Mary Airport,Mary,,TM,37.619400,61.896702,728,Asia/Ashgabat
MYQ,VOMY,Mysore Airport,Mysore,Karnataka,IN,12.307200,76.649696,2349,Asia/Kolkata
MYR,KMYR,Myrtle Beach International Airport,Myrtle Beach,South-Carolina,US,33.679699,-78.928299,25,America/New_York
MYT,VYMK,Myitkyina Airport,Myitkyina,Kachin,MM,25.383600,97.351898,475,Asia/Yangon
MYU,PAMY,Mekoryuk Airport,Mekoryuk,Alaska,US,60.371399,-166.270996,48,America/Nome
MYW,HTMT,Mtwara Airport,Mtwara,Mtwara,TZ,-10.339100,40.181801,371,Africa/Dar_es_Salaam
MYY,WBGR,Miri Airport,Miri,Sarawak,MY,4.322010,113.987000,59,Asia/Kuching
MZA,SPMF,Manuel Prado Ugarteche Airport,Mazamari,Junin,PE,-11.325400,-74.535599,2247,America/Lima
MZG,RCQC,Makung Airport,Makung City,Taiwan,TW,23.568701,119.627998,103,Asia/Taipei
MZH,LTAP,Amasya Merzifon Airport,Amasya,Amasya,TR,40.829399,35.521999,1758,Europe/Istanbul
MZL,SKMZ,La Nubia Airport,Manizales,Caldas,CO,5.029600,-75.464700,6871,America/Bogota
MZO,MUMZ,Sierra Maestra Airport,Manzanillo,Granma,CU,20.288099,-77.089203,112,America/Havana
MZR,OAMS,Mazar I Sharif Airport,,Balkh,AF,36.706902,67.209702,1284,Asia/Kabul
MZT,MMMZ,General Rafael Buelna International Airport,Mazatlan,Sinaloa,MX,23.161400,-106.265999,38,America/Mazatlan
MZV,WBMU,Mulu Airport,Mulu,Sarawak,MY,4.048330,114.805000,80,Asia/Kuching
MZW,DAAY,Mecheria Airport,Mecheria,Naama,DZ,33.535900,-0.242353,3855,Africa/Algiers
NAA,YNBR,Narrabri Airport,Narrabri,New-South-Wales,AU,-30.319201,149.826996,788,Australia/Sydney
NAG,VANP,Dr. Babasaheb Ambedkar International Airport,Naqpur,Maharashtra,IN,21.092199,79.047203,1033,Asia/Kolkata
NAH,WAMH,Naha Airport,Tahuna-Sangihe Island,North-Sulawesi,ID,3.683210,125.528000,16,Asia/Makassar
NAJ,UBBN,Nakhchivan Airport,Nakhchivan,Nakhichevan,AZ,39.188801,45.458401,2863,Asia/Baku
NAL,URMN,Nalchik Airport,Nalchik,Kabardino-Balkariya,RU,43.512901,43.636600,1461,Europe/Moscow
NAM,WAPR,Namlea Airport,Namlea-Buru Island,Maluku,ID,-3.235570,127.099998,41,Asia/Jayapura
NAN,NFFN,Nadi International Airport,Nadi,Western,FJ,-17.755400,177.442993,59,Pacific/Fiji
NAO,ZUNC,Nanchong Airport,Nanchong,Sichuan,CN,30.795450,106.162600,0,Asia/Shanghai
NAP,LIRN,Napoli / Capodichino International Airport,Napoli,Campania,IT,40.886002,14.290800,294,Europe/Rome
NAQ,BGQQ,Qaanaaq Airport,Qaanaaq,,GL,77.488602,-69.388702,51,America/Thule
NAS,MYNN,Lynden Pindling International Airport,Nassau,New-Providence,BS,25.039000,-77.466202,16,America/Nassau
NAT,SBNT,Augusto Severo Airport,Natal,Rio-Grande-do-Norte,BR,-5.911420,-35.247700,169,America/Fortaleza
NAU,NTGN,Napuka Island Airport,Napuka Island,Iles-Tuamotu-Gambier,PF,-14.176800,-141.266998,7,Pacific/Tahiti
NAV,LTAZ,Nevsehir Kapadokya International Airport,Nevsehir,Nevşehir,TR,38.771900,34.534500,3100,Europe/Istanbul
NAW,VTSC,Narathiwat Airport,,Narathiwat,TH,6.519920,101.742996,16,Asia/Bangkok
NBC,UWKE,Begishevo Airport,Nizhnekamsk,Tatarstan,RU,55.564701,52.092499,643,Europe/Moscow
NBE,DNTZ,Enfidha Zine El Abidine Ben Ali International Airport,Enfidha,Susah,TN,36.075833,10.438611,21,Africa/Tunis
NBO,HKJK,Jomo Kenyatta International Airport,Nairobi,Nairobi-Area,KE,-1.319240,36.927799,5330,Africa/Nairobi
NBX,WABI,Nabire Airport,Nabire-Papua Island,Papua,ID,-3.368180,135.496002,20,Asia/Jayapura
NCE,LFMN,Nice-Cote d'Azur Airport,Nice,Provence-Alpes-Cote-d'Azur,FR,43.658401,7.215870,12,Europe/Paris
NCL,EGNT,Newcastle Airport,Newcastle,England,GB,55.037498,-1.691670,266,Europe/London
NCU,UTNN,Nukus Airport,Nukus,Karakalpakstan,UZ,42.488400,59.623299,246,Asia/Samarkand
NDB,GQPP,Nouadhibou International Airport,Nouadhibou,Dakhlet-Nouadhibou,MR,20.933100,-17.030001,24,Africa/El_Aaiun
NDG,ZYQQ,Qiqihar Sanjiazi Airport,Qiqihar,Heilongjiang,CN,47.239601,123.917999,477,Asia/Shanghai
NDJ,FTTJ,N'Djamena International Airport,N'Djamena,Chari-Baguirmi,TD,12.133700,15.034000,968,Africa/Ndjamena
NDR,GMMW,Nador International Airport,Nador,Oriental,MA,34.988800,-3.028210,574,Africa/Casablanca
NDU,FYRU,Rundu Airport,Rundu,,NA,-17.956499,19.719400,3627,Africa/Windhoek
NEU,VLSN,Sam Neua Airport,,Houaphan,LA,20.418400,104.067001,3281,Asia/Vientiane
NEV,TKPN,Vance W. Amory International Airport,Charlestown,Saint-James-Windwa,KN,17.205700,-62.589901,14,America/St_Kitts
NGB,ZSNB,Ningbo Lishe International Airport,Ningbo,Zhejiang,CN,29.826700,121.461998,13,Asia/Shanghai
NGE,FKKN,N'Gaoundere Airport,N'Gaoundere,Adamaoua,CM,7.357010,13.559200,3655,Africa/Douala
NGO,RJGG,Chubu Centrair International Airport,Tokoname,Aichi,JP,34.858398,136.804993,15,Asia/Tokyo
NGQ,ZUAL,Ngari Gunsa Airport,Shiquanhe,Tibet,CN,32.100000,80.053056,14022,Asia/Shanghai
NGS,RJFU,Nagasaki Airport,Nagasaki,Nagasaki,JP,32.916901,129.914001,15,Asia/Tokyo
NHV,NTMD,Nuku Hiva Airport,,Iles-Marquises,PF,-8.795600,-140.229004,220,Pacific/Marquesas
NIM,DRRN,Diori Hamani International Airport,Niamey,Niamey,NE,13.481500,2.183610,732,Africa/Niamey
NJC,USNN,Nizhnevartovsk Airport,Nizhnevartovsk,Khanty-Mansia,RU,60.949299,76.483597,177,Asia/Yekaterinburg
NJF,ORNI,Al Najaf International Airport,Najaf,Najaf Governorate,IQ,31.989722,44.404167,103,Asia/Baghdad
NKC,GQNN,Nouakchott International Airport,Nouakchott,Trarza,MR,18.098200,-15.948500,13,Africa/Nouakchott
NKG,ZSNJ,Nanjing Lukou Airport,Nanjing,Jiangsu,CN,31.742001,118.862000,49,Asia/Shanghai
NKM,RJNA,Nagoya Airport,Nagoya,Aichi,JP,35.255001,136.923996,52,Asia/Tokyo
NLA,FLND,Ndola Airport,Ndola,Copperbelt,ZM,-12.998100,28.664900,4167,Africa/Lusaka
NLD,MMNL,Quetzalcoatl International Airport,Nuevo Laredo,Tamaulipas,MX,27.443899,-99.570503,484,America/Matamoros
NLF,YDNI,Darnley Island Airport,Darnley Island,Queensland,AU,-9.583330,143.766998,0,Australia/Brisbane
NLG,PAOU,Nelson Lagoon Airport,Nelson Lagoon,Alaska,US,56.007500,-161.160004,14,America/Anchorage
NLI,UHNN,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Khabarovsk,RU,53.154999,140.649994,0,Asia/Vladivostok
NLK,YSNF,Norfolk Island International Airport,Burnt Pine,,NF,-29.041599,167.938995,371,Pacific/Norfolk
NLU,MMSM,Felipe Angeles International Airport,Santa Lucia,Mexico,MX,19.756667,-99.015278,7369,America/Mexico_City
NMA,UTKN,Namangan Airport,Namangan,Namangan,UZ,40.984600,71.556702,1555,Asia/Tashkent
NME,PAGT,Nightmute Airport,Nightmute,Alaska,US,60.471001,-164.701004,4,America/Nome
NNB,AGGT,Santa Ana Airport,Santa Ana Island,,SB,-10.847994,162.454108,3,Pacific/Guadalcanal
NNG,ZGNN,Nanning Wuxu Airport,Nanning,Guangxi,CN,22.608299,108.171997,421,Asia/Shanghai
NNL,PANO,Nondalton Airport,Nondalton,Alaska,US,59.980202,-154.839005,314,America/Anchorage
NNM,ULAM,Naryan Mar Airport,Naryan Mar,Nenets,RU,67.639999,53.121899,36,Europe/Moscow
NNT,VTCN,Nan Airport,,Nan,TH,18.807899,100.782997,685,Asia/Bangkok
NNY,ZHNY,Nanyang Airport,Nanyang,Henan,CN,32.980801,112.614998,0,Asia/Shanghai
NOB,MRNS,Nosara Airport,Nicoya,Guanacaste,CR,9.976490,-85.653000,33,America/Costa_Rica
NOC,EIKN,Ireland West Knock Airport,Charleston,Connaught,IE,53.910301,-8.818490,665,Europe/Dublin
NOJ,USRO,Noyabrsk Airport,Noyabrsk,Yamalo-Nenets,RU,63.183300,75.269997,446,Asia/Yekaterinburg
NOP,LTCM,Sinop Airport,Sinop,Sinop,TR,42.015800,35.066399,20,Europe/Istanbul
NOS,FMNN,Fascene Airport,Nosy Be,Diana,MG,-13.312100,48.314800,36,Indian/Antananarivo
NOU,NWWW,La Tontouta International Airport,Noumea,South-Province,NC,-22.014601,166.212997,52,Pacific/Noumea
NOV,FNHU,Nova Lisboa Airport,Huambo,Huambo,AO,-12.808900,15.760500,5587,Africa/Luanda
NOZ,UNWW,Spichenkovo Airport,Novokuznetsk,Kemerovo,RU,53.811401,86.877197,1024,Asia/Novokuznetsk
NPE,NZNR,Napier Airport,,Hawke's-Bay,NZ,-39.465801,176.869995,6,Pacific/Auckland
NPL,NZNP,New Plymouth Airport,New Plymouth,Taranaki,NZ,-39.008598,174.179001,97,Pacific/Auckland
NQN,SAZN,Presidente Peron Airport,Neuquen,Neuquen,AR,-38.949001,-68.155701,895,America/Argentina/Salta
NQU,SKNQ,Reyes Murillo Airport,Nuqui,Choco,CO,5.696400,-77.280600,12,America/Bogota
NQY,EGHQ,Newquay Cornwall Airport,Newquay,England,GB,50.440601,-4.995410,390,Europe/London
NQZ,UACC,Astana International Airport,Astana,Aqmola,KZ,51.022202,71.466904,1165,Asia/Almaty
NRA,YNAR,Narrandera Airport,Narrandera,New-South-Wales,AU,-34.702202,146.511993,474,Australia/Sydney
NRK,ESSP,Norrkoping Airport,Norrkoping,Oestergotland,SE,58.586300,16.250601,32,Europe/Stockholm
NRN,EDLV,Niederrhein Airport,Weeze,North-Rhine-Westphalia,DE,51.602402,6.142170,106,Europe/Amsterdam
NRR,TJRV,Jose Aponte de la Torre Airport,Ceiba,Ceiba,PR,18.245300,-65.643402,38,America/Puerto_Rico
NRT,RJAA,Narita International Airport,Tokyo,Chiba,JP,35.764702,140.386002,141,Asia/Tokyo
NSH,OINN,Noshahr Airport,,Mazandaran,IR,36.663300,51.464699,-61,Asia/Tehran
NSI,FKYS,Yaounde Nsimalen International Airport,Yaounde,Centre,CM,3.722560,11.553300,2278,Africa/Douala
NSK,UOOO,Norilsk-Alykel Airport,Norilsk,Krasnoyarskiy,RU,69.311096,87.332199,574,Asia/Krasnoyarsk
NSN,NZNS,Nelson Airport,Nelson,Nelson,NZ,-41.298302,173.220993,17,Pacific/Auckland
NST,VTSF,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Nakhon-Si-Thammarat,TH,8.539620,99.944702,13,Asia/Bangkok
NTE,LFRS,Nantes Atlantique Airport,Nantes,Pays-de-la-Loire,FR,47.153198,-1.610730,90,Europe/Paris
NTG,ZSNT,Nantong Airport,Nantong,Jiangsu,CN,32.070801,120.975998,16,Asia/Shanghai
NTL,YWLM,Newcastle Airport,Williamtown,New-South-Wales,AU,-32.794998,151.834000,31,Australia/Sydney
NTN,YNTN,Normanton Airport,,Queensland,AU,-17.683599,141.070007,73,Australia/Brisbane
NTQ,RJNW,Noto Airport,Wajima,Ishikawa,JP,37.293098,136.962006,718,Asia/Tokyo
NTX,WION,Ranai Airport,Ranai-Natuna Besar Island,Riau-Islands,ID,3.908710,108.388000,7,Asia/Jakarta
NUE,EDDN,Nuremberg Airport,Nuremberg,Bavaria,DE,49.498699,11.066900,1046,Europe/Berlin
NUI,PAQT,Nuiqsut Airport,Nuiqsut,Alaska,US,70.209999,-151.005997,38,America/Anchorage
NUK,NTGW,Nukutavake Airport,Nukutavake,Iles-Tuamotu-Gambier,PF,-19.285000,-138.772003,17,Pacific/Tahiti
NUL,PANU,Nulato Airport,Nulato,Alaska,US,64.729301,-158.074005,399,America/Anchorage
NUS,NVSP,Norsup Airport,Norsup,Malampa,VU,-16.079700,167.401001,23,Pacific/Efate
NUX,USMU,Novy Urengoy Airport,Novy Urengoy,Yamalo-Nenets,RU,66.069397,76.520302,210,Asia/Yekaterinburg
NVA,SKNV,Benito Salas Airport,Neiva,Huila,CO,2.950150,-75.294000,1464,America/Bogota
NVI,UTSA,Navoi Airport,Navoi,Navoiy,UZ,40.117199,65.170799,0,Asia/Samarkand
NVT,SBNF,Ministro Victor Konder International Airport,Navegantes,Santa-Catarina,BR,-26.879999,-48.651402,18,America/Sao_Paulo
NWI,EGSH,Norwich International Airport,Norwich,England,GB,52.675800,1.282780,117,Europe/London
NYA,USHN,Nyagan Airport,Nyagan,Khanty-Mansia,RU,62.110001,65.614998,361,Asia/Yekaterinburg
NYI,DGSN,Sunyani Airport,Sunyani,Brong-Ahafo,GH,7.361830,-2.328760,1014,Africa/Accra
NYK,HKNY,Nanyuki Airport,Nanyuki,Nyeri,KE,-0.062399,37.041008,6250,Africa/Nairobi
NYM,USMM,Nadym Airport,Nadym,Yamalo-Nenets,RU,65.480904,72.698898,49,Asia/Yekaterinburg
NYO,ESKN,Stockholm Skavsta Airport,Stockholm / Nykoping,Sodermanland,SE,58.788601,16.912201,140,Europe/Stockholm
NYR,UENN,Nyurba Airport,Nyurba,Chukot,RU,63.294998,118.336998,394,Asia/Yakutsk
NYT,VYEL,Naypyidaw Airport,Pyinmana,Mandalay,MM,19.623501,96.200996,302,Asia/Yangon
NYU,VYBG,Bagan Airport,Nyaung U,Mandalay,MM,21.178801,94.930199,312,Asia/Yangon
NYW,VYMY,Monywar Airport,Monywar,Sagain,MM,22.233000,95.116997,298,Asia/Yangon
OAG,YORG,Orange Airport,Orange,New-South-Wales,AU,-33.381699,149.132996,3115,Australia/Sydney
OAJ,KOAJ,Albert J Ellis Airport,Jacksonville,North-Carolina,US,34.829201,-77.612099,94,America/New_York
OAK,KOAK,Metropolitan Oakland International Airport,Oakland,California,US,37.721298,-122.221001,9,America/Los_Angeles
OAL,SSKW,Cacoal Airport,Cacoal,Rondonia,BR,-11.493611,-61.175556,817,America/Porto_Velho
OAX,MMOX,Xoxocotlan International Airport,Oaxaca,Oaxaca,MX,16.999901,-96.726601,4989,America/Mexico_City
OBO,RJCB,Tokachi-Obihiro Airport,Obihiro,Hokkaido,JP,42.733299,143.216995,505,Asia/Tokyo
OBU,PAOB,Kobuk Airport,Kobuk,Alaska,US,66.912300,-156.897003,137,America/Anchorage
OCC,SECO,Francisco De Orellana Airport,Coca,Napo,EC,-0.462886,-76.986801,834,America/Guayaquil
OCJ,MKBS,Boscobel Aerodrome,Ocho Rios,St-Mary,JM,18.404200,-76.969002,90,America/Jamaica
ODB,LEBA,Cordoba Airport,Cordoba,Andalusia,ES,37.841999,-4.848880,297,Europe/Madrid
ODN,WBGI,Long Seridan Airport,Long Seridan,Sarawak,MY,3.967000,115.050003,607,Asia/Kuching
ODO,UIKB,Bodaybo Airport,Bodaybo,Irkutsk,RU,57.866100,114.242996,919,Asia/Irkutsk
ODY,VLOS,Oudomsay Airport,Oudomsay,Oudomxai,LA,20.682699,101.994003,1804,Asia/Vientiane
OER,ESNO,Ornskoldsvik Airport,Ornskoldsvik,Vaesternorrland,SE,63.408298,18.990000,354,Europe/Stockholm
OGD,KOGD,Ogden Hinckley Airport,Ogden,Utah,US,41.195900,-112.012001,4473,America/Denver
OGG,PHOG,Kahului Airport,Kahului,Hawaii,US,20.898600,-156.429993,54,Pacific/Honolulu
OGL,SYGO,Ogle Airport,Ogle,Demerara-Mahaica,GY,6.806280,-58.105900,10,America/Guyana
OGS,KOGS,Ogdensburg International Airport,Ogdensburg,New-York,US,44.681900,-75.465500,297,America/New_York
OGU,LTCB,Ordu–Giresun Airport,Ordu,Ordu Province,TR,40.966667,38.080000,18,Europe/Istanbul
OGX,DAUU,Ain el Beida Airport,Ouargla,Ouargla,DZ,31.917200,5.412780,492,Africa/Algiers
OGZ,URMO,Beslan Airport,Beslan,North-Ossetia,RU,43.205101,44.606602,1673,Europe/Moscow
OHD,LWOH,Ohrid St. Paul the Apostle Airport,Ohrid,Debarca,MK,41.180000,20.742300,2313,Europe/Skopje
OHE,ZYMH,Gu-Lian Airport,Mohe,Heilongjiang,CN,52.912778,122.430000,1836,Asia/Shanghai
OHH,UHSH,Okha Airport,Okha,Sakhalin,RU,53.520000,142.889999,115,Asia/Sakhalin
OHO,UHOO,Okhotsk Airport,Okhotsk,Khabarovsk,RU,59.410065,143.056503,0,Asia/Vladivostok
OHS,OOSH,Sohar Airport,Sohar,Al-Batinah-North,OM,24.464167,56.628333,105,Asia/Muscat
OIR,RJEO,Okushiri Airport,,Hokkaido,JP,42.071701,139.432999,161,Asia/Tokyo
OIT,RJFO,Oita Airport,Oita,Oita,JP,33.479401,131.737000,19,Asia/Tokyo
OKA,ROAH,Naha Airport,Naha,Okinawa,JP,26.195801,127.646004,12,Asia/Tokyo
OKC,KOKC,Will Rogers World Airport,Oklahoma City,Oklahoma,US,35.393101,-97.600700,1295,America/Chicago
OKD,RJCO,Okadama Airport,Sapporo,Hokkaido,JP,43.116100,141.380005,25,Asia/Tokyo
OKE,RJKB,Okierabu Airport,,Kagoshima,JP,27.425501,128.701004,101,Asia/Tokyo
OKI,RJNO,Oki Airport,Okinoshima,Shimane,JP,36.181099,133.324997,311,Asia/Tokyo
OKJ,RJOB,Okayama Airport,Okayama City,Okayama,JP,34.756901,133.854996,806,Asia/Tokyo
OKR,YYKI,Yorke Island Airport,Yorke Island,Queensland,AU,-9.757030,143.410995,0,Australia/Brisbane
